from,to,value
Hungary,Austria,2.861111111111111
Hungary,Azerbaijan,5.55
Hungary,Belarus,1.15625
Hungary,Belgium,2.2222222222222223
Hungary,Bulgaria,3.9285714285714284
Hungary,Croatia,2.642857142857143
Hungary,Cyprus,1.375
Hungary,Czech Republic,2.75
Hungary,Denmark,4.333333333333333
Hungary,Estonia,1.7083333333333333
Hungary,Finland,2.3333333333333335
Hungary,France,0.11538461538461539
Hungary,Georgia,1.625
Hungary,Germany,0.9615384615384616
Hungary,Greece,3.8958333333333335
Hungary,Iceland,6.025
Hungary,Ireland,2.375
Hungary,Israel,2.25
Hungary,Italy,2.388888888888889
Hungary,Latvia,1.45
Hungary,Lithuania,0.5909090909090909
Hungary,Malta,1.7916666666666667
Hungary,Moldova,1.8181818181818181
Hungary,Montenegro,0.2857142857142857
Hungary,Netherlands,4.25
Hungary,North Macedonia,0.75
Hungary,Norway,3.375
Hungary,Poland,2.772727272727273
Hungary,Portugal,1.3888888888888888
Hungary,Romania,3.159090909090909
Hungary,Russia,4.291666666666667
Hungary,San Marino,1.8125
Hungary,Serbia,3.2045454545454546
Hungary,Slovenia,2.0
Hungary,Spain,0.2692307692307692
Hungary,Sweden,4.4423076923076925
Hungary,Switzerland,2.9444444444444446
Hungary,Türkiye,2.6666666666666665
Hungary,Ukraine,3.1818181818181817
Hungary,United Kingdom,0.2692307692307692
Iceland,Albania,1.4
Iceland,Andorra,1.2
Iceland,Armenia,1.0833333333333333
Iceland,Australia,7.0
Iceland,Austria,3.2916666666666665
Iceland,Azerbaijan,2.3125
Iceland,Belarus,0.6875
Iceland,Belgium,2.421875
Iceland,Bulgaria,1.1111111111111112
Iceland,Croatia,0.7692307692307693
Iceland,Cyprus,2.017857142857143
Iceland,Czech Republic,2.53125
Iceland,Denmark,8.75
Iceland,Estonia,3.8823529411764706
Iceland,Finland,5.421875
Iceland,France,2.1315789473684212
Iceland,Georgia,0.9444444444444444
Iceland,Germany,1.6842105263157894
Iceland,Greece,1.9583333333333333
Iceland,Hungary,3.0
Iceland,Ireland,1.6538461538461537
Iceland,Israel,1.161764705882353
Iceland,Italy,2.1666666666666665
Iceland,Latvia,2.6
Iceland,Lithuania,1.2884615384615385
Iceland,Malta,1.5588235294117647
Iceland,Moldova,0.9583333333333334
Iceland,Monaco,0.0
Iceland,Montenegro,0.125
Iceland,Netherlands,3.1153846153846154
Iceland,North Macedonia,0.4166666666666667
Iceland,Norway,6.277777777777778
Iceland,Poland,1.8928571428571428
Iceland,Portugal,2.1666666666666665
Iceland,Romania,1.8333333333333333
Iceland,Russia,2.7205882352941178
Iceland,San Marino,0.6071428571428571
Iceland,Serbia,2.1818181818181817
Iceland,Slovenia,1.125
Iceland,Spain,0.5789473684210527
Iceland,Sweden,7.555555555555555
Iceland,Switzerland,1.8571428571428572
Iceland,Türkiye,1.2083333333333333
Iceland,Ukraine,2.3666666666666667
Iceland,United Kingdom,0.6052631578947368
Ireland,Albania,0.3958333333333333
Ireland,Andorra,1.0
Ireland,Armenia,0.16666666666666666
Ireland,Australia,3.4
Ireland,Austria,2.0535714285714284
Ireland,Azerbaijan,1.6875
Ireland,Belarus,0.5625
Ireland,Belgium,3.966666666666667
Ireland,Bulgaria,2.84375
Ireland,Croatia,0.7333333333333333
Ireland,Cyprus,1.65625
Ireland,Czech Republic,1.15
Ireland,Denmark,4.970588235294118
Ireland,Estonia,4.171875
Ireland,Finland,2.4791666666666665
Ireland,France,1.0263157894736843
Ireland,Georgia,0.84375
Ireland,Germany,2.8157894736842106
Ireland,Greece,1.6470588235294117
Ireland,Hungary,0.8181818181818182
Ireland,Iceland,1.5294117647058822
Ireland,Israel,1.2916666666666667
Ireland,Italy,2.111111111111111
Ireland,Latvia,5.482142857142857
Ireland,Lithuania,7.109375
Ireland,Malta,2.466666666666667
Ireland,Moldova,1.5833333333333333
Ireland,Monaco,0.0
Ireland,Montenegro,0.0
Ireland,Netherlands,3.1176470588235294
Ireland,North Macedonia,0.22916666666666666
Ireland,Norway,3.5833333333333335
Ireland,Poland,4.708333333333333
Ireland,Portugal,1.0416666666666667
Ireland,Romania,3.34375
Ireland,Russia,3.6323529411764706
Ireland,San Marino,0.0
Ireland,Serbia,0.8214285714285714
Ireland,Slovenia,0.65625
Ireland,Spain,0.5
Ireland,Sweden,4.828947368421052
Ireland,Switzerland,1.8035714285714286
Ireland,Türkiye,0.5
Ireland,Ukraine,2.533333333333333
Ireland,United Kingdom,5.184210526315789
Israel,Albania,0.4230769230769231
Israel,Andorra,1.0
Israel,Armenia,5.7727272727272725
Israel,Australia,5.8
Israel,Austria,2.0
Israel,Azerbaijan,4.583333333333333
Israel,Belarus,2.4423076923076925
Israel,Belgium,1.5972222222222223
Israel,Bulgaria,1.95
Israel,Croatia,0.32142857142857145
Israel,Cyprus,2.0
Israel,Czech Republic,3.0
Israel,Denmark,3.6944444444444446
Israel,Estonia,2.3676470588235294
Israel,Finland,1.2678571428571428
Israel,France,2.25
Israel,Georgia,2.75
Israel,Germany,0.45
Israel,Greece,2.861111111111111
Israel,Hungary,2.409090909090909
Israel,Iceland,1.6323529411764706
Israel,Ireland,1.1470588235294117
Israel,Italy,3.611111111111111
Israel,Latvia,2.4285714285714284
Israel,Lithuania,0.71875
Israel,Malta,3.15625
Israel,Moldova,2.727272727272727
Israel,Monaco,0.0
Israel,Montenegro,0.6428571428571429
Israel,Netherlands,2.34375
Israel,North Macedonia,0.8666666666666667
Israel,Norway,2.625
Israel,Poland,0.8333333333333334
Israel,Portugal,1.0
Israel,Romania,6.53125
Israel,Russia,7.305555555555555
Israel,San Marino,0.8214285714285714
Israel,Serbia,1.2291666666666667
Israel,Slovenia,1.7
Israel,Spain,3.125
Israel,Sweden,4.675
Israel,Switzerland,1.2647058823529411
Israel,Türkiye,1.375
Israel,Ukraine,6.083333333333333
Israel,United Kingdom,0.75
Italy,Albania,6.083333333333333
Italy,Armenia,0.5
Italy,Australia,3.85
Italy,Austria,2.3333333333333335
Italy,Azerbaijan,1.3125
Italy,Belarus,0.6666666666666666
Italy,Belgium,2.7083333333333335
Italy,Bulgaria,5.125
Italy,Croatia,0.75
Italy,Cyprus,3.3125
Italy,Czech Republic,0.4
Italy,Denmark,3.40625
Italy,Estonia,2.0
Italy,Finland,1.1666666666666667
Italy,France,1.4444444444444444
Italy,Georgia,0.75
Italy,Germany,2.2777777777777777
Italy,Greece,2.4285714285714284
Italy,Hungary,0.875
Italy,Iceland,2.2857142857142856
Italy,Ireland,0.9375
Italy,Israel,2.4375
Italy,Latvia,1.2142857142857142
Italy,Lithuania,1.46875
Italy,Malta,3.9285714285714284
Italy,Moldova,6.125
Italy,Montenegro,0.75
Italy,Netherlands,1.4642857142857142
Italy,North Macedonia,1.7
Italy,Norway,2.96875
Italy,Poland,4.6
Italy,Portugal,2.0
Italy,Romania,5.5
Italy,Russia,3.71875
Italy,San Marino,2.3
Italy,Serbia,2.892857142857143
Italy,Slovenia,1.21875
Italy,Spain,0.8888888888888888
Italy,Sweden,2.4444444444444446
Italy,Switzerland,2.125
Italy,Ukraine,6.928571428571429
Italy,United Kingdom,1.6666666666666667
Latvia,Albania,0.36666666666666664
Latvia,Andorra,0.0
Latvia,Armenia,1.4318181818181819
Latvia,Australia,4.7
Latvia,Austria,1.7142857142857142
Latvia,Azerbaijan,2.6136363636363638
Latvia,Belarus,2.875
Latvia,Belgium,2.5833333333333335
Latvia,Bulgaria,1.3888888888888888
Latvia,Croatia,0.9615384615384616
Latvia,Cyprus,1.1176470588235294
Latvia,Czech Republic,1.1428571428571428
Latvia,Denmark,4.291666666666667
Latvia,Estonia,9.617647058823529
Latvia,Finland,2.033333333333333
Latvia,France,1.3
Latvia,Georgia,2.8055555555555554
Latvia,Germany,2.125
Latvia,Greece,0.7941176470588235
Latvia,Hungary,1.2708333333333333
Latvia,Iceland,2.8529411764705883
Latvia,Ireland,2.25
Latvia,Israel,0.631578947368421
Latvia,Italy,3.0
Latvia,Lithuania,7.766666666666667
Latvia,Malta,2.2916666666666665
Latvia,Moldova,1.9583333333333333
Latvia,Monaco,0.0
Latvia,Montenegro,0.16666666666666666
Latvia,Netherlands,1.7333333333333334
Latvia,North Macedonia,0.25
Latvia,Norway,4.069444444444445
Latvia,Poland,1.6607142857142858
Latvia,Portugal,1.7307692307692308
Latvia,Romania,0.7777777777777778
Latvia,Russia,8.697368421052632
Latvia,San Marino,0.5833333333333334
Latvia,Serbia,0.8958333333333334
Latvia,Slovakia,0.0
Latvia,Slovenia,1.15
Latvia,Spain,0.65
Latvia,Sweden,4.934210526315789
Latvia,Switzerland,1.75
Latvia,Türkiye,0.16666666666666666
Latvia,Ukraine,5.866666666666666
Latvia,United Kingdom,1.35
Lithuania,Albania,0.019230769230769232
Lithuania,Andorra,0.5
Lithuania,Armenia,0.38461538461538464
Lithuania,Australia,2.7
Lithuania,Austria,2.2916666666666665
Lithuania,Azerbaijan,5.166666666666667
Lithuania,Belarus,3.730769230769231
Lithuania,Belgium,3.409090909090909
Lithuania,Bulgaria,1.5
Lithuania,Croatia,0.65625
Lithuania,Cyprus,1.1
Lithuania,Czech Republic,1.4166666666666667
Lithuania,Denmark,2.1911764705882355
Lithuania,Estonia,6.678571428571429
Lithuania,Finland,2.25
Lithuania,France,2.138888888888889
Lithuania,Georgia,9.166666666666666
Lithuania,Germany,1.3333333333333333
Lithuania,Greece,1.3529411764705883
Lithuania,Hungary,1.2291666666666667
Lithuania,Iceland,2.1333333333333333
Lithuania,Ireland,1.96875
Lithuania,Israel,1.2666666666666666
Lithuania,Italy,3.7222222222222223
Lithuania,Latvia,9.727272727272727
Lithuania,Malta,1.375
Lithuania,Moldova,2.0454545454545454
Lithuania,Monaco,0.0
Lithuania,Montenegro,0.0
Lithuania,Netherlands,2.607142857142857
Lithuania,North Macedonia,0.08333333333333333
Lithuania,Norway,3.5294117647058822
Lithuania,Poland,2.7708333333333335
Lithuania,Portugal,1.4230769230769231
Lithuania,Romania,0.5666666666666667
Lithuania,Russia,7.046875
Lithuania,San Marino,0.0
Lithuania,Serbia,0.6785714285714286
Lithuania,Slovenia,0.875
Lithuania,Spain,0.6666666666666666
Lithuania,Sweden,4.527777777777778
Lithuania,Switzerland,1.8035714285714286
Lithuania,Türkiye,0.8636363636363636
Lithuania,Ukraine,5.321428571428571
Lithuania,United Kingdom,0.9444444444444444
Malta,Albania,1.1153846153846154
Malta,Andorra,0.6
Malta,Armenia,2.2291666666666665
Malta,Australia,4.3
Malta,Austria,1.3269230769230769
Malta,Azerbaijan,6.0227272727272725
Malta,Belarus,2.6041666666666665
Malta,Belgium,1.6538461538461537
Malta,Bulgaria,3.3
Malta,Croatia,1.9166666666666667
Malta,Cyprus,3.783333333333333
Malta,Czech Republic,1.0357142857142858
Malta,Denmark,3.6323529411764706
Malta,Estonia,1.5277777777777777
Malta,Finland,1.3214285714285714
Malta,France,0.65
Malta,Georgia,1.65
Malta,Germany,1.0
Malta,Greece,3.5555555555555554
Malta,Hungary,0.9090909090909091
Malta,Iceland,2.3823529411764706
Malta,Ireland,2.59375
Malta,Israel,2.1527777777777777
Malta,Italy,10.944444444444445
Malta,Latvia,2.6
Malta,Lithuania,1.1176470588235294
Malta,Moldova,0.9583333333333334
Malta,Monaco,0.0
Malta,Montenegro,2.0
Malta,Netherlands,3.4464285714285716
Malta,North Macedonia,1.6071428571428572
Malta,Norway,3.0972222222222223
Malta,Poland,1.2142857142857142
Malta,Portugal,0.9285714285714286
Malta,Romania,3.3333333333333335
Malta,Russia,4.0131578947368425
Malta,San Marino,3.1875
Malta,Serbia,1.5208333333333333
Malta,Slovenia,1.1153846153846154
Malta,Spain,0.3
Malta,Sweden,5.157894736842105
Malta,Switzerland,3.607142857142857
Malta,Türkiye,2.1923076923076925
Malta,Ukraine,3.6
Malta,United Kingdom,4.1
Moldova,Albania,0.9583333333333334
Moldova,Andorra,1.0
Moldova,Armenia,3.272727272727273
Moldova,Australia,4.9
Moldova,Austria,1.3863636363636365
Moldova,Azerbaijan,7.931818181818182
Moldova,Belarus,5.55
Moldova,Belgium,2.25
Moldova,Bulgaria,4.5
Moldova,Croatia,0.8333333333333334
Moldova,Cyprus,0.9230769230769231
Moldova,Czech Republic,2.15
Moldova,Denmark,0.8928571428571429
Moldova,Estonia,2.107142857142857
Moldova,Finland,0.7857142857142857
Moldova,France,0.5
Moldova,Georgia,4.0
Moldova,Germany,0.4
Moldova,Greece,2.607142857142857
Moldova,Hungary,0.9545454545454546
Moldova,Iceland,1.8076923076923077
Moldova,Ireland,0.5
Moldova,Israel,1.8461538461538463
Moldova,Italy,2.2777777777777777
Moldova,Latvia,1.2857142857142858
Moldova,Lithuania,1.2727272727272727
Moldova,Malta,0.6590909090909091
Moldova,Montenegro,1.3888888888888888
Moldova,Netherlands,0.6346153846153846
Moldova,North Macedonia,1.4375
Moldova,Norway,2.6153846153846154
Moldova,Poland,0.9090909090909091
Moldova,Portugal,2.25
Moldova,Romania,11.821428571428571
Moldova,Russia,8.857142857142858
Moldova,San Marino,2.3333333333333335
Moldova,Serbia,1.2083333333333333
Moldova,Slovakia,2.3333333333333335
Moldova,Slovenia,0.5833333333333334
Moldova,Spain,0.6
Moldova,Sweden,3.607142857142857
Moldova,Switzerland,1.5
Moldova,Türkiye,0.9285714285714286
Moldova,Ukraine,7.884615384615385
Moldova,United Kingdom,0.3333333333333333
Monaco,Albania,0.5
Monaco,Andorra,0.0
Monaco,Belarus,0.3333333333333333
Monaco,Belgium,2.0
Monaco,Croatia,3.3333333333333335
Monaco,Cyprus,6.333333333333333
Monaco,Denmark,8.0
Monaco,Estonia,1.6666666666666667
Monaco,Finland,4.0
Monaco,France,5.0
Monaco,Germany,3.0
Monaco,Greece,2.6666666666666665
Monaco,Iceland,2.0
Monaco,Ireland,3.1666666666666665
Monaco,Israel,4.0
Monaco,Latvia,3.3333333333333335
Monaco,Lithuania,1.8333333333333333
Monaco,Malta,1.6666666666666667
Monaco,Netherlands,4.0
Monaco,North Macedonia,0.6666666666666666
Monaco,Norway,0.3333333333333333
Monaco,Poland,0.0
Monaco,Portugal,0.3333333333333333
Monaco,Romania,1.8333333333333333
Monaco,Russia,0.0
Monaco,Slovenia,2.3333333333333335
Monaco,Spain,1.0
Monaco,Sweden,3.1666666666666665
Monaco,Switzerland,3.6666666666666665
Monaco,Türkiye,2.6666666666666665
Monaco,Ukraine,2.5
Monaco,United Kingdom,0.0
Montenegro,Albania,9.61111111111111
Montenegro,Andorra,0.0
Montenegro,Armenia,3.34375
Montenegro,Australia,1.55
Montenegro,Austria,0.3125
Montenegro,Azerbaijan,5.138888888888889
Montenegro,Belarus,2.0416666666666665
Montenegro,Belgium,0.7
Montenegro,Bulgaria,2.9
Montenegro,Croatia,5.958333333333333
Montenegro,Cyprus,1.625
Montenegro,Czech Republic,0.7142857142857143
Montenegro,Denmark,1.5555555555555556
Montenegro,Estonia,0.4
Montenegro,Finland,0.25
Montenegro,France,0.5909090909090909
Montenegro,Georgia,0.375
Montenegro,Germany,0.0
Montenegro,Greece,3.425
Montenegro,Hungary,1.9722222222222223
Montenegro,Iceland,1.15
Montenegro,Ireland,0.5833333333333334
Montenegro,Israel,1.4444444444444444
Montenegro,Italy,5.0625
Montenegro,Latvia,0.625
Montenegro,Lithuania,0.2857142857142857
Montenegro,Malta,2.8333333333333335
Montenegro,Moldova,2.4722222222222223
Montenegro,Netherlands,0.59375
Montenegro,North Macedonia,9.625
Montenegro,Norway,2.75
Montenegro,Poland,0.6875
Montenegro,Portugal,1.46875
Montenegro,Romania,1.8333333333333333
Montenegro,Russia,6.1
Montenegro,San Marino,2.5714285714285716
Montenegro,Serbia,11.46875
Montenegro,Slovenia,6.34375
Montenegro,Spain,0.5454545454545454
Montenegro,Sweden,2.1818181818181817
Montenegro,Switzerland,0.8333333333333334
Montenegro,Türkiye,1.875
Montenegro,Ukraine,3.2777777777777777
Montenegro,United Kingdom,0.09090909090909091
Netherlands,Albania,0.375
Netherlands,Andorra,1.4
Netherlands,Armenia,6.840909090909091
Netherlands,Australia,4.5
Netherlands,Austria,3.0961538461538463
Netherlands,Azerbaijan,2.590909090909091
Netherlands,Belarus,0.22916666666666666
Netherlands,Belgium,6.928571428571429
Netherlands,Bulgaria,1.4444444444444444
Netherlands,Croatia,1.1333333333333333
Netherlands,Cyprus,1.203125
Netherlands,Czech Republic,1.625
Netherlands,Denmark,4.794117647058823
Netherlands,Estonia,2.1666666666666665
Netherlands,Finland,1.1923076923076923
Netherlands,France,1.0789473684210527
Netherlands,Georgia,0.7222222222222222
Netherlands,Germany,2.6315789473684212
Netherlands,Greece,3.2058823529411766
Netherlands,Hungary,2.8863636363636362
Netherlands,Iceland,1.4375
Netherlands,Ireland,1.75
Netherlands,Israel,3.25
Netherlands,Italy,2.5
Netherlands,Latvia,0.9666666666666667
Netherlands,Lithuania,1.1666666666666667
Netherlands,Malta,2.033333333333333
Netherlands,Moldova,0.8666666666666667
Netherlands,Monaco,0.0
Netherlands,Montenegro,0.42857142857142855
Netherlands,North Macedonia,0.55
Netherlands,Norway,4.102941176470588
Netherlands,Poland,1.8076923076923077
Netherlands,Portugal,2.3076923076923075
Netherlands,Romania,1.25
Netherlands,Russia,1.625
Netherlands,San Marino,0.3333333333333333
Netherlands,Serbia,4.589285714285714
Netherlands,Slovakia,0.0
Netherlands,Slovenia,0.9375
Netherlands,Spain,1.236842105263158
Netherlands,Sweden,4.578947368421052
Netherlands,Switzerland,1.9
Netherlands,Türkiye,10.0
Netherlands,Ukraine,1.9333333333333333
Netherlands,United Kingdom,0.39473684210526316
North Macedonia,Albania,11.0
North Macedonia,Andorra,0.2
North Macedonia,Armenia,2.25
North Macedonia,Australia,2.75
North Macedonia,Austria,0.5208333333333334
North Macedonia,Azerbaijan,2.5833333333333335
North Macedonia,Belarus,2.1875
North Macedonia,Belgium,0.9642857142857143
North Macedonia,Bulgaria,6.613636363636363
North Macedonia,Croatia,7.038461538461538
North Macedonia,Cyprus,0.7666666666666667
North Macedonia,Czech Republic,1.7916666666666667
North Macedonia,Denmark,1.0555555555555556
North Macedonia,Estonia,1.0
North Macedonia,Finland,1.2321428571428572
North Macedonia,France,0.4166666666666667
North Macedonia,Georgia,1.0833333333333333
North Macedonia,Germany,0.5277777777777778
North Macedonia,Greece,2.53125
North Macedonia,Hungary,1.6363636363636365
North Macedonia,Iceland,0.39285714285714285
North Macedonia,Ireland,0.5535714285714286
North Macedonia,Israel,1.2794117647058822
North Macedonia,Italy,4.666666666666667
North Macedonia,Latvia,1.4230769230769231
North Macedonia,Lithuania,0.421875
North Macedonia,Malta,3.6
North Macedonia,Moldova,2.625
North Macedonia,Monaco,0.0
North Macedonia,Montenegro,6.75
North Macedonia,Netherlands,1.5357142857142858
North Macedonia,Norway,1.375
North Macedonia,Poland,0.675
North Macedonia,Portugal,0.95
North Macedonia,Romania,3.046875
North Macedonia,Russia,3.578125
North Macedonia,San Marino,2.25
North Macedonia,Serbia,9.979166666666666
North Macedonia,Slovakia,1.0
North Macedonia,Slovenia,4.25
North Macedonia,Spain,0.2777777777777778
North Macedonia,Sweden,2.3676470588235294
North Macedonia,Switzerland,0.6666666666666666
North Macedonia,Türkiye,8.05
North Macedonia,Ukraine,2.75
North Macedonia,United Kingdom,0.9166666666666666
Norway,Albania,0.8214285714285714
Norway,Andorra,0.4
Norway,Armenia,0.2916666666666667
Norway,Australia,6.4
Norway,Austria,2.25
Norway,Azerbaijan,1.9090909090909092
Norway,Belarus,0.18181818181818182
Norway,Belgium,2.0625
Norway,Bulgaria,2.9166666666666665
Norway,Croatia,0.25
Norway,Cyprus,0.7857142857142857
Norway,Czech Republic,1.6
Norway,Denmark,6.9411764705882355
Norway,Estonia,2.3125
Norway,Finland,5.409090909090909
Norway,France,0.9210526315789473
Norway,Georgia,0.075
Norway,Germany,2.263157894736842
Norway,Greece,1.71875
Norway,Hungary,1.9090909090909092
Norway,Iceland,7.125
Norway,Ireland,1.763157894736842
Norway,Israel,1.911764705882353
Norway,Italy,2.7222222222222223
Norway,Latvia,2.5714285714285716
Norway,Lithuania,4.21875
Norway,Malta,2.2794117647058822
Norway,Moldova,1.2291666666666667
Norway,Monaco,0.0
Norway,Montenegro,0.3
Norway,Netherlands,3.5441176470588234
Norway,North Macedonia,0.5454545454545454
Norway,Poland,2.5892857142857144
Norway,Portugal,1.1428571428571428
Norway,Romania,2.676470588235294
Norway,Russia,2.4444444444444446
Norway,San Marino,0.0
Norway,Serbia,3.75
Norway,Slovenia,0.9375
Norway,Spain,0.7105263157894737
Norway,Sweden,8.381578947368421
Norway,Switzerland,1.4423076923076923
Norway,Türkiye,3.25
Norway,Ukraine,1.4833333333333334
Norway,United Kingdom,0.5
Poland,Albania,0.7307692307692307
Poland,Andorra,1.75
Poland,Armenia,4.25
Poland,Australia,7.15
Poland,Austria,1.4
Poland,Azerbaijan,4.25
Poland,Belarus,2.5
Poland,Belgium,4.204545454545454
Poland,Bulgaria,1.9583333333333333
Poland,Croatia,0.2727272727272727
Poland,Cyprus,1.1041666666666667
Poland,Czech Republic,2.7916666666666665
Poland,Denmark,3.6153846153846154
Poland,Estonia,2.3958333333333335
Poland,Finland,3.0454545454545454
Poland,France,1.3125
Poland,Georgia,2.45
Poland,Germany,2.46875
Poland,Greece,2.1785714285714284
Poland,Hungary,3.35
Poland,Iceland,1.4642857142857142
Poland,Ireland,1.25
Poland,Israel,1.6607142857142858
Poland,Italy,3.5714285714285716
Poland,Latvia,2.4166666666666665
Poland,Lithuania,2.85
Poland,Malta,0.75
Poland,Moldova,1.8888888888888888
Poland,Montenegro,0.0
Poland,Netherlands,1.9807692307692308
Poland,North Macedonia,0.5
Poland,Norway,3.484375
Poland,Portugal,1.9615384615384615
Poland,Romania,2.3846153846153846
Poland,Russia,2.8333333333333335
Poland,San Marino,0.25
Poland,Serbia,2.4545454545454546
Poland,Slovenia,2.3035714285714284
Poland,Spain,0.40625
Poland,Sweden,4.116666666666666
Poland,Switzerland,2.8125
Poland,Türkiye,1.05
Poland,Ukraine,8.076923076923077
Poland,United Kingdom,0.71875
Portugal,Albania,0.6964285714285714
Portugal,Andorra,2.0
Portugal,Armenia,0.9
Portugal,Australia,2.125
Portugal,Austria,3.75
Portugal,Azerbaijan,2.275
Portugal,Belarus,0.5
Portugal,Belgium,4.25
Portugal,Bulgaria,2.625
Portugal,Croatia,0.5833333333333334
Portugal,Cyprus,0.9375
Portugal,Czech Republic,2.2142857142857144
Portugal,Denmark,2.0
Portugal,Estonia,2.4642857142857144
Portugal,Finland,1.7083333333333333
Portugal,France,2.09375
Portugal,Georgia,1.1875
Portugal,Germany,2.375
Portugal,Greece,2.0625
Portugal,Hungary,2.5
Portugal,Iceland,2.078125
Portugal,Ireland,1.9318181818181819
Portugal,Israel,1.8076923076923077
Portugal,Italy,5.928571428571429
Portugal,Latvia,2.409090909090909
Portugal,Lithuania,1.5454545454545454
Portugal,Malta,0.9642857142857143
Portugal,Moldova,6.8
Portugal,Monaco,0.0
Portugal,Montenegro,1.0833333333333333
Portugal,Netherlands,3.409090909090909
Portugal,North Macedonia,0.25
Portugal,Norway,2.5
Portugal,Poland,0.21153846153846154
Portugal,Romania,5.423076923076923
Portugal,Russia,3.75
Portugal,San Marino,0.375
Portugal,Serbia,2.375
Portugal,Slovenia,1.2307692307692308
Portugal,Spain,7.53125
Portugal,Sweden,4.05
Portugal,Switzerland,1.8181818181818181
Portugal,Türkiye,1.0909090909090908
Portugal,Ukraine,5.884615384615385
Portugal,United Kingdom,1.0625
Romania,Albania,0.7291666666666666
Romania,Andorra,0.0
Romania,Armenia,3.25
Romania,Australia,3.3125
Romania,Austria,1.4615384615384615
Romania,Azerbaijan,4.775
Romania,Belarus,0.6041666666666666
Romania,Belgium,2.033333333333333
Romania,Bulgaria,1.6666666666666667
Romania,Croatia,1.5833333333333333
Romania,Cyprus,2.5357142857142856
Romania,Czech Republic,1.375
Romania,Denmark,2.6911764705882355
Romania,Estonia,0.8125
Romania,Finland,0.9285714285714286
Romania,France,0.6944444444444444
Romania,Georgia,0.375
Romania,Germany,0.8333333333333334
Romania,Greece,7.34375
Romania,Hungary,7.638888888888889
Romania,Iceland,1.0357142857142858
Romania,Ireland,1.3333333333333333
Romania,Israel,2.6805555555555554
Romania,Italy,3.625
Romania,Latvia,0.6428571428571429
Romania,Lithuania,0.36666666666666664
Romania,Malta,2.017857142857143
Romania,Moldova,11.596153846153847
Romania,Monaco,0.0
Romania,Montenegro,0.5
Romania,Netherlands,2.1333333333333333
Romania,North Macedonia,2.625
Romania,Norway,2.359375
Romania,Poland,0.5
Romania,Portugal,1.8
Romania,Russia,4.455882352941177
Romania,San Marino,0.9285714285714286
Romania,Serbia,3.4545454545454546
Romania,Slovenia,1.1730769230769231
Romania,Spain,2.111111111111111
Romania,Sweden,3.9444444444444446
Romania,Switzerland,2.0714285714285716
Romania,Türkiye,7.090909090909091
Romania,Ukraine,2.232142857142857
Romania,United Kingdom,0.4444444444444444
Russia,Albania,0.6153846153846154
Russia,Andorra,1.0
Russia,Armenia,9.272727272727273
Russia,Australia,2.8125
Russia,Austria,0.75
Russia,Azerbaijan,9.875
Russia,Belarus,7.9375
Russia,Belgium,2.892857142857143
Russia,Bulgaria,0.4
Russia,Croatia,1.9821428571428572
Russia,Cyprus,2.05
Russia,Czech Republic,0.625
Russia,Denmark,1.796875
Russia,Estonia,2.3055555555555554
Russia,Finland,1.2666666666666666
Russia,France,2.1052631578947367
Russia,Georgia,6.125
Russia,Germany,1.5263157894736843
Russia,Greece,4.5
Russia,Hungary,1.95
Russia,Iceland,1.0
Russia,Ireland,0.6333333333333333
Russia,Israel,2.4
Russia,Italy,2.0
Russia,Latvia,1.625
Russia,Lithuania,2.6923076923076925
Russia,Malta,2.3529411764705883
Russia,Moldova,5.857142857142857
Russia,Montenegro,0.5
Russia,Netherlands,1.45
Russia,North Macedonia,1.3
Russia,Norway,2.7205882352941178
Russia,Poland,1.5
Russia,Portugal,0.0
Russia,Romania,3.1176470588235294
Russia,San Marino,0.6428571428571429
Russia,Serbia,3.326923076923077
Russia,Slovenia,1.75
Russia,Spain,0.7105263157894737
Russia,Sweden,2.2222222222222223
Russia,Switzerland,1.2777777777777777
Russia,Türkiye,1.2692307692307692
Russia,Ukraine,7.392857142857143
Russia,United Kingdom,0.8947368421052632
San Marino,Albania,4.6875
San Marino,Armenia,4.142857142857143
San Marino,Australia,3.0
San Marino,Austria,0.42857142857142855
San Marino,Azerbaijan,3.888888888888889
San Marino,Belarus,0.0625
San Marino,Belgium,2.3125
San Marino,Bulgaria,4.75
San Marino,Croatia,1.875
San Marino,Cyprus,2.75
San Marino,Czech Republic,3.0625
San Marino,Denmark,1.84375
San Marino,Estonia,0.45
San Marino,Finland,1.25
San Marino,France,1.2
San Marino,Georgia,1.2142857142857142
San Marino,Germany,0.7
San Marino,Greece,5.0
San Marino,Hungary,2.8055555555555554
San Marino,Iceland,2.3125
San Marino,Ireland,2.0
San Marino,Israel,3.15625
San Marino,Italy,7.166666666666667
San Marino,Latvia,2.7857142857142856
San Marino,Lithuania,1.2142857142857142
San Marino,Malta,4.833333333333333
San Marino,Moldova,2.71875
San Marino,Montenegro,2.7142857142857144
San Marino,Netherlands,3.857142857142857
San Marino,North Macedonia,1.125
San Marino,Norway,3.3333333333333335
San Marino,Poland,1.6875
San Marino,Portugal,2.0714285714285716
San Marino,Romania,1.25
San Marino,Russia,3.0
San Marino,Serbia,1.875
San Marino,Slovenia,1.0416666666666667
San Marino,Spain,0.1
San Marino,Sweden,3.525
San Marino,Switzerland,1.0
San Marino,Türkiye,7.0
San Marino,Ukraine,2.25
San Marino,United Kingdom,2.35
Serbia,Albania,1.6538461538461537
